dataset,augmentation,severity,metric,metric_value,runid
multilingual_librispeech-spanish_test,music,1,DNSMOS,3.7274731974004194,0
multilingual_librispeech-spanish_test,treble,2,DNSMOS,3.7551788396645702,0
multilingual_librispeech-spanish_test,music,4,DNSMOS,2.811161818658281,0
multilingual_librispeech-spanish_test,chorus,3,DNSMOS,3.416398472159329,0
multilingual_librispeech-spanish_test,tempo_down,1,DNSMOS,3.8666579686792457,0
multilingual_librispeech-spanish_test,highpass,4,DNSMOS,2.8047494206708596,0
multilingual_librispeech-spanish_test,phaser,3,DNSMOS,3.2241024293501046,0
multilingual_librispeech-spanish_test,gnoise,1,DNSMOS,3.478802528888889,0
multilingual_librispeech-spanish_test,slowdown,2,DNSMOS,3.6291491279245287,0
multilingual_librispeech-spanish_test,music,3,DNSMOS,3.06112899278826,0
multilingual_librispeech-spanish_test,gnoise,3,DNSMOS,2.6122635596645702,0
multilingual_librispeech-spanish_test,env_noise_musan,4,DNSMOS,2.9572072890985326,0
multilingual_librispeech-spanish_test,rir,3,DNSMOS,3.2638522146331237,0
multilingual_librispeech-spanish_test,slowdown,4,DNSMOS,2.9843830906498954,0
multilingual_librispeech-spanish_test,tremolo,2,DNSMOS,3.5767250309853247,0
multilingual_librispeech-spanish_test,env_noise_wham,1,DNSMOS,3.807889863647798,0
multilingual_librispeech-spanish_test,resample,1,DNSMOS,3.761360027631027,0
multilingual_librispeech-spanish_test,tremolo,4,DNSMOS,2.298017092243186,0
multilingual_librispeech-spanish_test,phaser,1,DNSMOS,3.8408698827672954,0
multilingual_librispeech-spanish_test,gain,1,DNSMOS,3.5701189009224317,0
multilingual_librispeech-spanish_test,tempo_down,3,DNSMOS,3.747940567421384,0
multilingual_librispeech-spanish_test,env_noise_wham,4,DNSMOS,2.440811316142557,0
multilingual_librispeech-spanish_test,bass,2,DNSMOS,3.579679624737946,0
multilingual_librispeech-spanish_test,env_noise_musan,3,DNSMOS,3.2367144019287215,0
multilingual_librispeech-spanish_test,echo,1,DNSMOS,3.544633412620545,0
multilingual_librispeech-spanish_test,echo,3,DNSMOS,3.5770599663312375,0
multilingual_librispeech-spanish_test,tremolo,3,DNSMOS,2.9885670695597484,0
multilingual_librispeech-spanish_test,phaser,4,DNSMOS,2.8496416794968553,0
multilingual_librispeech-spanish_test,crosstalk,3,DNSMOS,3.5878779807966454,0
multilingual_librispeech-spanish_test,env_noise_esc50,3,DNSMOS,3.451340010901468,0
multilingual_librispeech-spanish_test,pitch_up,3,DNSMOS,3.417697505408805,0
multilingual_librispeech-spanish_test,env_noise,3,DNSMOS,2.785693642725367,0
multilingual_librispeech-spanish_test,env_noise,4,DNSMOS,2.4727543859538788,0
multilingual_librispeech-spanish_test,env_noise,1,DNSMOS,3.122749948385744,0
multilingual_librispeech-spanish_test,pitch_down,2,DNSMOS,3.280791681677149,0
multilingual_librispeech-spanish_test,chorus,1,DNSMOS,3.7178526409643613,0
multilingual_librispeech-spanish_test,bass,4,DNSMOS,3.173793313165618,0
multilingual_librispeech-spanish_test,slowdown,3,DNSMOS,3.355072175303983,0
multilingual_librispeech-spanish_test,pitch_down,4,DNSMOS,2.7612243388259956,0
multilingual_librispeech-spanish_test,lowpass,2,DNSMOS,3.387291518532495,0
multilingual_librispeech-spanish_test,highpass,3,DNSMOS,3.0860017090985328,0
multilingual_librispeech-spanish_test,speedup,2,DNSMOS,3.5682197605031445,0
multilingual_librispeech-spanish_test,crosstalk,2,DNSMOS,3.6553644444863735,0
multilingual_librispeech-spanish_test,env_noise_musan,1,DNSMOS,3.7675299237316566,0
multilingual_librispeech-spanish_test,lowpass,3,DNSMOS,3.1110889824737944,0
multilingual_librispeech-spanish_test,speedup,3,DNSMOS,3.307790192033543,0
multilingual_librispeech-spanish_test,lowpass,1,DNSMOS,3.3622962375681342,0
multilingual_librispeech-spanish_test,env_noise_esc50,1,DNSMOS,3.8468895433962262,0
multilingual_librispeech-spanish_test,pitch_up,4,DNSMOS,3.386511577316562,0
multilingual_librispeech-spanish_test,echo,4,DNSMOS,3.5684906402935015,0
multilingual_librispeech-spanish_test,echo,2,DNSMOS,3.5869830320754716,0
multilingual_librispeech-spanish_test,tempo_up,4,DNSMOS,3.190235901719077,0
multilingual_librispeech-spanish_test,env_noise_wham,2,DNSMOS,3.5033027703983226,0
multilingual_librispeech-spanish_test,env_noise_esc50,4,DNSMOS,3.208853578867924,0
multilingual_librispeech-spanish_test,treble,1,DNSMOS,3.899511432872117,0
multilingual_librispeech-spanish_test,rir,1,DNSMOS,3.5500582041509436,0
multilingual_librispeech-spanish_test,gnoise,2,DNSMOS,3.0007755883018867,0
multilingual_librispeech-spanish_test,highpass,2,DNSMOS,3.4324345584486373,0
multilingual_librispeech-spanish_test,tempo_down,2,DNSMOS,3.8104763321174007,0
multilingual_librispeech-spanish_test,chorus,2,DNSMOS,3.552916208134172,0
multilingual_librispeech-spanish_test,chorus,4,DNSMOS,3.3783447842767296,0
multilingual_librispeech-spanish_test,gnoise,4,DNSMOS,2.2398684839413,0
multilingual_librispeech-spanish_test,bass,3,DNSMOS,3.440062604025157,0
multilingual_librispeech-spanish_test,bass,1,DNSMOS,3.6984992606289313,0
multilingual_librispeech-spanish_test,gain,2,DNSMOS,3.170411420167715,0
multilingual_librispeech-spanish_test,music,2,DNSMOS,3.4263485630607966,0
multilingual_librispeech-spanish_test,pitch_down,1,DNSMOS,3.5194905680503146,0
multilingual_librispeech-spanish_test,pitch_up,1,DNSMOS,3.6070821492662475,0
multilingual_librispeech-spanish_test,resample,4,DNSMOS,2.8769741390356396,0
multilingual_librispeech-spanish_test,crosstalk,1,DNSMOS,3.7808902134591196,0
multilingual_librispeech-spanish_test,tempo_up,2,DNSMOS,3.6314160960587007,0
multilingual_librispeech-spanish_test,crosstalk,4,DNSMOS,3.5444824194549267,0
multilingual_librispeech-spanish_test,phaser,2,DNSMOS,3.6291061242767295,0
multilingual_librispeech-spanish_test,gain,4,DNSMOS,2.854662317232705,0
multilingual_librispeech-spanish_test,env_noise_wham,3,DNSMOS,2.9382773459538782,0
multilingual_librispeech-spanish_test,tempo_up,1,DNSMOS,3.7920419267505237,0
multilingual_librispeech-spanish_test,speedup,4,DNSMOS,3.0668612303563942,0
multilingual_librispeech-spanish_test,tempo_up,3,DNSMOS,3.421785543480084,0
multilingual_librispeech-spanish_test,tremolo,1,DNSMOS,3.808756024360587,0
multilingual_librispeech-spanish_test,speedup,1,DNSMOS,3.801352127044025,0
multilingual_librispeech-spanish_test,tempo_down,4,DNSMOS,3.612381019119497,0
multilingual_librispeech-spanish_test,resample,3,DNSMOS,3.1257896178197067,0
multilingual_librispeech-spanish_test,highpass,1,DNSMOS,3.5723950391194967,0
multilingual_librispeech-spanish_test,env_noise_musan,2,DNSMOS,3.55580172,0
multilingual_librispeech-spanish_test,pitch_down,3,DNSMOS,3.0068387111530397,0
in-the-wild,farfield,1,DNSMOS,2.407366746503443,0
in-the-wild,nearfield,1,DNSMOS,2.7571434132058146,0
accented_cv,test,clean,DNSMOS,3.8258711295312495,0
accented_cv,test,1,DNSMOS,3.4975308692988936,0
librispeech_asr-test.clean,real_rir,3,DNSMOS,3.15526982851145,0
librispeech_asr-test.clean,slowdown,1,DNSMOS,3.8362016543129775,0
librispeech_asr-test.clean,resample,2,DNSMOS,3.3429686700000003,0
librispeech_asr-test.clean,rir,4,DNSMOS,2.8630462514503816,0
librispeech_asr-test.clean,rir,2,DNSMOS,3.086773647977099,0
librispeech_asr-test.clean,pitch_up,2,DNSMOS,3.4811311094656485,0
librispeech_asr-test.clean,lowpass,4,DNSMOS,2.3781942546183203,0
librispeech_asr-test.clean,treble,4,DNSMOS,3.0846719750381677,0
librispeech_asr-test.clean,env_noise,2,DNSMOS,2.894476633549618,0
librispeech_asr-test.clean,env_noise_esc50,2,DNSMOS,3.209730145839695,0
librispeech_asr-test.clean,treble,3,DNSMOS,3.3796532612595427,0
librispeech_asr-test.clean,gain,3,DNSMOS,2.941453034389313,0
librispeech_asr-test.clean,music,1,DNSMOS,3.6600653535114507,0
librispeech_asr-test.clean,treble,2,DNSMOS,3.6217072853435117,0
librispeech_asr-test.clean,music,4,DNSMOS,2.82230682889313,0
librispeech_asr-test.clean,chorus,3,DNSMOS,3.323689610458015,0
librispeech_asr-test.clean,tempo_down,1,DNSMOS,3.8133768339312972,0
librispeech_asr-test.clean,highpass,4,DNSMOS,2.814299632557252,0
librispeech_asr-test.clean,phaser,3,DNSMOS,3.154048558893129,0
librispeech_asr-test.clean,gnoise,1,DNSMOS,2.6265209177099234,0
librispeech_asr-test.clean,slowdown,2,DNSMOS,3.63451449721374,0
librispeech_asr-test.clean,music,3,DNSMOS,3.0566484279389314,0
librispeech_asr-test.clean,gnoise,3,DNSMOS,2.2967777259923667,0
librispeech_asr-test.clean,env_noise_musan,4,DNSMOS,2.9006164346564884,0
librispeech_asr-test.clean,rir,3,DNSMOS,2.905202571068702,0
librispeech_asr-test.clean,slowdown,4,DNSMOS,2.945761458206107,0
librispeech_asr-test.clean,tremolo,2,DNSMOS,3.4933880238549624,0
librispeech_asr-test.clean,env_noise_wham,1,DNSMOS,3.723451569427481,0
librispeech_asr-test.clean,resample,1,DNSMOS,3.7141329029389314,0
librispeech_asr-test.clean,tremolo,4,DNSMOS,2.251737664351145,0
librispeech_asr-test.clean,phaser,1,DNSMOS,3.752724102175572,0
librispeech_asr-test.clean,gain,1,DNSMOS,3.45408091980916,0
librispeech_asr-test.clean,tempo_down,3,DNSMOS,3.7162378326335874,0
librispeech_asr-test.clean,env_noise_wham,4,DNSMOS,2.475607088816794,0
librispeech_asr-test.clean,bass,2,DNSMOS,3.678209967061069,0
librispeech_asr-test.clean,env_noise_musan,3,DNSMOS,3.1555966787022895,0
librispeech_asr-test.clean,echo,1,DNSMOS,3.472543533167939,0
librispeech_asr-test.clean,echo,3,DNSMOS,3.5449966256870233,0
librispeech_asr-test.clean,tremolo,3,DNSMOS,2.927212254389313,0
librispeech_asr-test.clean,phaser,4,DNSMOS,2.8139775498091604,0
librispeech_asr-test.clean,crosstalk,3,DNSMOS,3.468653742900764,0
librispeech_asr-test.clean,env_noise_esc50,3,DNSMOS,3.076298289885496,0
librispeech_asr-test.clean,pitch_up,3,DNSMOS,3.381638205229008,0
librispeech_asr-test.clean,env_noise,3,DNSMOS,2.827080438816794,0
librispeech_asr-test.clean,env_noise,4,DNSMOS,2.5311132612595424,0
librispeech_asr-test.clean,env_noise,1,DNSMOS,3.0141679127480914,0
librispeech_asr-test.clean,pitch_down,2,DNSMOS,3.2095864203816795,0
librispeech_asr-test.clean,chorus,1,DNSMOS,3.6232971693893132,0
librispeech_asr-test.clean,bass,4,DNSMOS,3.211939360152672,0
librispeech_asr-test.clean,slowdown,3,DNSMOS,3.36287666072519,0
librispeech_asr-test.clean,pitch_down,4,DNSMOS,2.6791285264122138,0
librispeech_asr-test.clean,lowpass,2,DNSMOS,3.3066594298473286,0
librispeech_asr-test.clean,highpass,3,DNSMOS,3.063511113740458,0
librispeech_asr-test.clean,speedup,2,DNSMOS,3.4734628029389314,0
librispeech_asr-test.clean,crosstalk,2,DNSMOS,3.562227965725191,0
librispeech_asr-test.clean,env_noise_musan,1,DNSMOS,3.682401543244275,0
librispeech_asr-test.clean,lowpass,3,DNSMOS,3.0138845827099234,0
librispeech_asr-test.clean,voice_conversion_vctk,1,DNSMOS,3.7482995008396944,0
librispeech_asr-test.clean,speedup,3,DNSMOS,3.207210110305344,0
librispeech_asr-test.clean,lowpass,1,DNSMOS,3.295975766068702,0
librispeech_asr-test.clean,env_noise_esc50,1,DNSMOS,3.248091806145038,0
librispeech_asr-test.clean,pitch_up,4,DNSMOS,3.369684991717557,0
librispeech_asr-test.clean,echo,4,DNSMOS,3.5845682172900766,0
librispeech_asr-test.clean,echo,2,DNSMOS,3.519057519198473,0
librispeech_asr-test.clean,real_rir,4,DNSMOS,2.6681721601145036,0
librispeech_asr-test.clean,tempo_up,4,DNSMOS,3.091807010763359,0
librispeech_asr-test.clean,env_noise_wham,2,DNSMOS,3.432921319923665,0
librispeech_asr-test.clean,env_noise_esc50,4,DNSMOS,2.715207752480916,0
librispeech_asr-test.clean,treble,1,DNSMOS,3.784983211832061,0
librispeech_asr-test.clean,rir,1,DNSMOS,3.3944803087022897,0
librispeech_asr-test.clean,gnoise,2,DNSMOS,2.4496679288167935,0
librispeech_asr-test.clean,highpass,2,DNSMOS,3.4349609803816796,0
librispeech_asr-test.clean,tempo_down,2,DNSMOS,3.7743169717557254,0
librispeech_asr-test.clean,chorus,2,DNSMOS,3.447765069351145,0
librispeech_asr-test.clean,chorus,4,DNSMOS,3.3150069189694658,0
librispeech_asr-test.clean,gnoise,4,DNSMOS,2.0892026169465647,0
librispeech_asr-test.clean,real_rir,1,DNSMOS,3.603622112290076,0
librispeech_asr-test.clean,bass,3,DNSMOS,3.501312329007633,0
librispeech_asr-test.clean,bass,1,DNSMOS,3.7726788343511455,0
librispeech_asr-test.clean,gain,2,DNSMOS,3.1114544967938933,0
librispeech_asr-test.clean,music,2,DNSMOS,3.399016280076336,0
librispeech_asr-test.clean,pitch_down,1,DNSMOS,3.47905395759542,0
librispeech_asr-test.clean,pitch_up,1,DNSMOS,3.5595028724427475,0
librispeech_asr-test.clean,resample,4,DNSMOS,2.7626272270992365,0
librispeech_asr-test.clean,crosstalk,1,DNSMOS,3.699958300801527,0
librispeech_asr-test.clean,tempo_up,2,DNSMOS,3.4869979485877862,0
librispeech_asr-test.clean,real_rir,2,DNSMOS,3.4073581486259545,0
librispeech_asr-test.clean,crosstalk,4,DNSMOS,3.3941885557251914,0
librispeech_asr-test.clean,universal_adv,1,DNSMOS,3.814511912175572,0
librispeech_asr-test.clean,phaser,2,DNSMOS,3.5404582753435117,0
librispeech_asr-test.clean,gain,4,DNSMOS,2.8375436877862596,0
librispeech_asr-test.clean,env_noise_wham,3,DNSMOS,2.9272554558015265,0
librispeech_asr-test.clean,tempo_up,1,DNSMOS,3.6721737477480914,0
librispeech_asr-test.clean,speedup,4,DNSMOS,2.9989636801526722,0
librispeech_asr-test.clean,tempo_up,3,DNSMOS,3.2915949057251908,0
librispeech_asr-test.clean,tremolo,1,DNSMOS,3.7207493664885503,0
librispeech_asr-test.clean,speedup,1,DNSMOS,3.7280813446564887,0
librispeech_asr-test.clean,tempo_down,4,DNSMOS,3.5979281896564888,0
librispeech_asr-test.clean,resample,3,DNSMOS,3.046239927519084,0
librispeech_asr-test.clean,highpass,1,DNSMOS,3.5587050972900762,0
librispeech_asr-test.clean,env_noise_musan,2,DNSMOS,3.464181714732824,0
librispeech_asr-test.clean,pitch_down,3,DNSMOS,2.9375881859923663,0
in-the-wild-AMI,farfield,1,DNSMOS,2.6657914552551643,0
in-the-wild-AMI,nearfield,1,DNSMOS,3.4316583566676795,0
librispeech_asr,None,0,DNSMOS,3.842850109770992,0
librispeech_asr_test.clean,real_rir,3,PESQ,1.3566805407746148,0
librispeech_asr_test.clean,slowdown,1,PESQ,1.070234122804103,0
librispeech_asr_test.clean,resample,2,PESQ,3.692835974693298,0
librispeech_asr_test.clean,rir,4,PESQ,1.211940160234466,0
librispeech_asr_test.clean,rir,2,PESQ,1.3551571417855852,0
librispeech_asr_test.clean,pitch_up,2,PESQ,1.0477761757737807,0
librispeech_asr_test.clean,lowpass,4,PESQ,2.0984596946312273,0
librispeech_asr_test.clean,treble,4,PESQ,1.51549995136625,0
librispeech_asr_test.clean,env_noise,2,PESQ,2.432982757983317,0
librispeech_asr_test.clean,env_noise_esc50,2,PESQ,2.78770980152465,0
librispeech_asr_test.clean,treble,3,PESQ,2.6614951296162057,0
librispeech_asr_test.clean,gain,3,PESQ,1.3170491513405138,0
librispeech_asr_test.clean,music,1,PESQ,3.72851908989535,0
librispeech_asr_test.clean,treble,2,PESQ,4.054621009562762,0
librispeech_asr_test.clean,music,4,PESQ,1.2057682178402676,0
librispeech_asr_test.clean,chorus,3,PESQ,1.4505907359924026,0
librispeech_asr_test.clean,tempo_down,1,PESQ,1.255692649934128,0
librispeech_asr_test.clean,highpass,4,PESQ,1.5577706137686285,0
librispeech_asr_test.clean,phaser,3,PESQ,2.0302427143086006,0
librispeech_asr_test.clean,gnoise,1,PESQ,2.8565552647787196,0
librispeech_asr_test.clean,slowdown,2,PESQ,1.0543847996198445,0
librispeech_asr_test.clean,music,3,PESQ,1.659025603214293,0
librispeech_asr_test.clean,gnoise,3,PESQ,1.153504280598109,0
librispeech_asr_test.clean,env_noise_musan,4,PESQ,1.2624215157887408,0
librispeech_asr_test.clean,rir,3,PESQ,1.2292141191376984,0
librispeech_asr_test.clean,slowdown,4,PESQ,1.0458870819529646,0
librispeech_asr_test.clean,tremolo,2,PESQ,3.944695877300874,0
librispeech_asr_test.clean,env_noise_wham,1,PESQ,3.6101985939586436,0
librispeech_asr_test.clean,resample,1,PESQ,4.410730500348651,0
librispeech_asr_test.clean,tremolo,4,PESQ,1.4937490317202706,0
librispeech_asr_test.clean,phaser,1,PESQ,4.285874485560046,0
librispeech_asr_test.clean,gain,1,PESQ,2.125217281953069,0
librispeech_asr_test.clean,tempo_down,3,PESQ,1.0797720145408332,0
librispeech_asr_test.clean,env_noise_wham,4,PESQ,1.0841044152510986,0
librispeech_asr_test.clean,bass,2,PESQ,4.012530464434442,0
librispeech_asr_test.clean,env_noise_musan,3,PESQ,1.667937973846916,0
librispeech_asr_test.clean,echo,1,PESQ,1.5109520545897592,0
librispeech_asr_test.clean,echo,3,PESQ,1.5388734209628505,0
librispeech_asr_test.clean,tremolo,3,PESQ,3.1267738410989745,0
librispeech_asr_test.clean,phaser,4,PESQ,1.171063189288132,0
librispeech_asr_test.clean,crosstalk,3,PESQ,1.6744342004524841,0
librispeech_asr_test.clean,env_noise_esc50,3,PESQ,1.8398188591003417,0
librispeech_asr_test.clean,pitch_up,3,PESQ,1.0420775915375193,0
librispeech_asr_test.clean,env_noise,3,PESQ,1.524341929777888,0
librispeech_asr_test.clean,env_noise,4,PESQ,1.154893505391274,0
librispeech_asr_test.clean,env_noise,1,PESQ,3.555174389094797,0
librispeech_asr_test.clean,pitch_down,2,PESQ,1.0449952278428405,0
librispeech_asr_test.clean,chorus,1,PESQ,1.9408844470522786,0
librispeech_asr_test.clean,bass,4,PESQ,2.3692122567245977,0
librispeech_asr_test.clean,slowdown,3,PESQ,1.0521271550352524,0
librispeech_asr_test.clean,pitch_down,4,PESQ,1.0338177359741152,0
librispeech_asr_test.clean,lowpass,2,PESQ,3.217331915638829,0
librispeech_asr_test.clean,highpass,3,PESQ,1.6753203205024922,0
librispeech_asr_test.clean,speedup,2,PESQ,1.206107799365331,0
librispeech_asr_test.clean,crosstalk,2,PESQ,2.6198638840031077,0
librispeech_asr_test.clean,env_noise_musan,1,PESQ,3.5783853532703778,0
librispeech_asr_test.clean,lowpass,3,PESQ,2.69197417474885,0
librispeech_asr_test.clean,voice_conversion_vctk,1,PESQ,1.210777974684522,0
librispeech_asr_test.clean,speedup,3,PESQ,1.2586560034545937,0
librispeech_asr_test.clean,lowpass,1,PESQ,3.709968660942471,0
librispeech_asr_test.clean,env_noise_esc50,1,PESQ,3.777988515145906,0
librispeech_asr_test.clean,pitch_up,4,PESQ,1.0442526634412868,0
librispeech_asr_test.clean,echo,4,PESQ,1.71637201832451,0
librispeech_asr_test.clean,echo,2,PESQ,1.4633159438617356,0
librispeech_asr_test.clean,real_rir,4,PESQ,1.220018945096144,0
librispeech_asr_test.clean,tempo_up,4,PESQ,1.301610173748321,0
librispeech_asr_test.clean,env_noise_wham,2,PESQ,2.390866423017196,0
librispeech_asr_test.clean,env_noise_esc50,4,PESQ,1.3121877584293598,0
librispeech_asr_test.clean,treble,1,PESQ,4.615317078856111,0
librispeech_asr_test.clean,rir,1,PESQ,1.6958761902255866,0
librispeech_asr_test.clean,gnoise,2,PESQ,1.718842863217565,0
