 SPEAKER   |   GENDER   | PARTITION  |  MINUTES   |  BOOK ID   |             TITLE              |            CHAPTER            
   8882    |     M      |   train    |   17.376   |   10139    |        Isla del Tesoro         | Capitulo XIX El narrador primero toma otra vez la palabra. La guarnición de la estacada
   8882    |     M      |   train    |   20.340   |   10139    |        Isla del Tesoro         | Capitulo I El viejo lobo marino en la posada del ''Almirante Benbow''
   8882    |     M      |   train    |   30.835   |   10139    |        Isla del Tesoro         | Capítulo XXVIII El campo enemigo
   8882    |     M      |   train    |   21.899   |   10139    |        Isla del Tesoro         | Capítulo XXXI En busca del tesoro. El directorio de Flint
   8882    |     M      |   train    |   17.465   |   10139    |        Isla del Tesoro         | Capitulo IV El cofre del muerto
   8882    |     M      |   train    |   23.071   |   10139    |        Isla del Tesoro         | Capítulo XX La embajada de Silver
   8882    |     M      |   train    |   20.413   |   10139    |        Isla del Tesoro         | Capítulo XXXIII La caída de un caudillo
   8882    |     M      |   train    |   17.484   |   10139    |        Isla del Tesoro         | Capítulo XIII Cómo empezó la aventura
   8882    |     M      |   train    |   18.093   |   10139    |        Isla del Tesoro         | Capítulo XXIV El viaje del ''coracle''
   8882    |     M      |   train    |   17.813   |   10139    |        Isla del Tesoro         | Capitulo V Del fin que tuvo el mendigo ciego
   8882    |     M      |   train    |   15.916   |   10139    |        Isla del Tesoro         | Capítulo XXV Abajo la bandera del pirata
   8882    |     M      |   train    |   23.759   |   10139    |        Isla del Tesoro         | Capítulo XXIX Otra vez el disco negro
   8882    |     M      |   train    |   19.042   |   10139    |        Isla del Tesoro         | Capítulo XXXII La voz del alma en pena
   8882    |     M      |   train    |   18.189   |   10139    |        Isla del Tesoro         | Capítulo XXXIV Se cuenta el fin de esta verdadera historia
   8882    |     M      |   train    |   17.906   |   10139    |        Isla del Tesoro         | Capítulo XXII De cual fue el principio de mi aventura
   8882    |     M      |   train    |   19.959   |   10372    |   Sabueso de los Baskerville   | 08- Primer informe del Dr. Watson
   8882    |     M      |   train    |   29.378   |   10372    |   Sabueso de los Baskerville   | 14- El sabueso de los Baskerville
   8882    |     M      |   train    |   26.681   |   10372    |   Sabueso de los Baskerville   |   12- La muerte en el páramo  
   8882    |     M      |   train    |   24.291   |   10372    |   Sabueso de los Baskerville   | 02- La maldición de los Baskerville
   8882    |     M      |   train    |   14.333   |   10372    |   Sabueso de los Baskerville   |    13- Tendiendo las redes    
   8882    |     M      |   train    |   21.680   |   10372    |   Sabueso de los Baskerville   |  04- Sir Enrique Baskerville  
   8882    |     M      |   train    |   26.680   |   10372    |   Sabueso de los Baskerville   |   11- El hombre del picacho   
   8882    |     M      |   train    |   16.589   |   10372    |   Sabueso de los Baskerville   |  15- Una ojeada retrospectiva 
   8882    |     M      |   train    |   34.510   |   10372    |   Sabueso de los Baskerville   | 09- Segundo informe del Dr. Watson
   8882    |     M      |   train    |   17.305   |   10372    |   Sabueso de los Baskerville   |  01-El señor Sherlock Holmes  
   8882    |     M      |   train    |   21.422   |   10372    |   Sabueso de los Baskerville   |      05- Tres hilos rotos     
   8882    |     M      |   train    |   15.925   |   10372    |   Sabueso de los Baskerville   | 10- Extracto del Diario del Dr. Watson
   8882    |     M      |   train    |   25.489   |   10372    |   Sabueso de los Baskerville   |      06- Baskerville Hall     
   8882    |     M      |   train    |   32.559   |   10372    |   Sabueso de los Baskerville   | 07- Los Stapleton de Merripit House
   8882    |     M      |   train    |   15.436   |   10372    |   Sabueso de los Baskerville   |        03- El problema        
   8882    |     M      |   train    |   5.590    |   10372    |   Sabueso de los Baskerville   | Prólogo de Arturo Costa Alvarez
   8882    |     M      |   train    |   24.876   |   10470    |  Siete Tragedias de Sófocles   | 22- Filoctetes - Tercera Parte
   8882    |     M      |   train    |   32.818   |   10470    |  Siete Tragedias de Sófocles   |  15- Antígona - Segunda Parte 
   8882    |     M      |   train    |   33.134   |   10470    |  Siete Tragedias de Sófocles   | 21- Filoctetes - Segunda Parte
   8882    |     M      |   train    |   32.656   |   10470    |  Siete Tragedias de Sófocles   | 12- Edipo en Colono - Tercera Parte
   8882    |     M      |   train    |   35.015   |   10470    |  Siete Tragedias de Sófocles   |    01- Áyax - Primera Parte   
   8882    |     M      |   train    |   28.564   |   10470    |  Siete Tragedias de Sófocles   |  04- Electra - Primera Parte  
   8882    |     M      |   train    |   34.809   |   10470    |  Siete Tragedias de Sófocles   |  06- Electra - Tercera Parte  
   8882    |     M      |   train    |   23.728   |   10470    |  Siete Tragedias de Sófocles   | 17- Las Traquinias - Primera Parte
   8882    |     M      |   train    |   27.985   |   10470    |  Siete Tragedias de Sófocles   | 18- Las Traquinias - Segunda Parte
   8882    |     M      |   train    |   37.555   |   10470    |  Siete Tragedias de Sófocles   | 07- Edipo Rey - Primera Parte 
   8882    |     M      |   train    |   24.581   |   10470    |  Siete Tragedias de Sófocles   |    02- Áyax - Segunda Parte   
   8882    |     M      |   train    |   27.065   |   10470    |  Siete Tragedias de Sófocles   | 08- Edipo Rey - Segunda Parte 
   8882    |     M      |   train    |   33.765   |   10470    |  Siete Tragedias de Sófocles   |  14- Antígona - Primera Parte 
   8882    |     M      |   train    |   33.964   |   10470    |  Siete Tragedias de Sófocles   | 10- Edipo en Colono - Primera Parte
   8882    |     M      |   train    |   14.951   |   10470    |  Siete Tragedias de Sófocles   |  16- Antígona - Tercera Parte 
   8882    |     M      |   train    |   22.963   |   10470    |  Siete Tragedias de Sófocles   | 13- Edipo en Colono - Cuarta Parte
   8882    |     M      |   train    |   25.371   |   10470    |  Siete Tragedias de Sófocles   | 19- Las Traquinias - Tercera Parte
   8882    |     M      |   train    |   10.670   |   10470    |  Siete Tragedias de Sófocles   |            Prólogo            
   8882    |     M      |   train    |   40.955   |   10470    |  Siete Tragedias de Sófocles   | 09- Edipo Rey - Tercera Parte 
   8882    |     M      |   train    |   28.060   |   10470    |  Siete Tragedias de Sófocles   | 20- Filoctetes - Primera Parte
   8882    |     M      |   train    |   31.075   |   10470    |  Siete Tragedias de Sófocles   | 11- Edipo en Colono - Segunda Parte
   8882    |     M      |   train    |   36.413   |   10470    |  Siete Tragedias de Sófocles   |  05- Electra - Segunda Parte  
   8882    |     M      |   train    |   29.622   |   10470    |  Siete Tragedias de Sófocles   |    03- Áyax - Tercera Parte   
   8882    |     M      |   train    |   32.880   |   10667    |        Señora de Bovary        | Parte II, Capítulo Decimoprimero
   8882    |     M      |   train    |   26.777   |   10667    |        Señora de Bovary        |    Parte I, Capítulo Octavo   
   8882    |     M      |   train    |   26.472   |   10667    |        Señora de Bovary        |   Parte II, Capítulo Tercero  
   8882    |     M      |   train    |   31.296   |   10667    |        Señora de Bovary        |    Parte II, Capítulo Sexto   
   8882    |     M      |   train    |   23.324   |   10667    |        Señora de Bovary        | Parte III. Capítulo Decimoprimero
   8882    |     M      |   train    |   53.835   |   10667    |        Señora de Bovary        |   Parte II, Capítulo Octavo   
   8882    |     M      |   train    |   24.138   |   10667    |        Señora de Bovary        | Parte II, Capítulo Decimotercero
   8882    |     M      |   train    |   21.004   |   10667    |        Señora de Bovary        |   Parte III, Capílulo Noveno  
   8882    |     M      |   train    |   28.012   |   10667    |        Señora de Bovary        | Parte II, Capítulo Decimocuarto
   8882    |     M      |   train    |   21.128   |   10667    |        Señora de Bovary        |   Parte II, Capítulo Décimo   
   8882    |     M      |   train    |   22.151   |   10667    |        Señora de Bovary        |   Parte I, Capítulo Segundo   
   8882    |     M      |   train    |   15.082   |   10667    |        Señora de Bovary        |    Parte I, Capítulo Cuarto   
   8882    |     M      |   train    |   18.767   |   10667    |        Señora de Bovary        |   Parte I, Capítulo Séptimo   
   8882    |     M      |   train    |   33.247   |   10667    |        Señora de Bovary        |    Parte I, Capítulo Noveno   
   8882    |     M      |   train    |   22.007   |   10667    |        Señora de Bovary        |  Parte III, Capítulo Segundo  
   8882    |     M      |   train    |   14.450   |   10667    |        Señora de Bovary        |   Parte III, Capítulo Décimo  
   8882    |     M      |   train    |   21.406   |   10667    |        Señora de Bovary        | Parte II, Capítulo Decimoquinto
   8882    |     M      |   train    |   9.921    |   10667    |        Señora de Bovary        |   Parte II, Capítulo Cuarto   
   8882    |     M      |   train    |   17.300   |   10667    |        Señora de Bovary        |   Parte II, Capítulo Segundo  
   8882    |     M      |   train    |   10.164   |   10667    |        Señora de Bovary        |    Parte I, Capítulo Quinto   
   8882    |     M      |   train    |   32.625   |   10667    |        Señora de Bovary        |  Parte III, Capítulo Séptimo  
   8882    |     M      |   train    |   32.101   |   10667    |        Señora de Bovary        | Parte II, Capítulo Decimosegundo
   8882    |     M      |   train    |   36.096   |   10667    |        Señora de Bovary        |  Parte III, Capítulo Primero  
   8882    |     M      |   train    |   41.519   |   10667    |        Señora de Bovary        |   Parte III, Capítulo Sexto   
   8882    |     M      |   train    |   41.834   |   10667    |        Señora de Bovary        |   Parte III, Capítulo Octavo  
   8882    |     M      |   train    |   16.015   |   10667    |        Señora de Bovary        |   Parte I, Capítulo Tercero   
   8882    |     M      |   train    |   24.437   |   10667    |        Señora de Bovary        |   Parte II, Capítulo Primero  
   8882    |     M      |   train    |   15.147   |   10667    |        Señora de Bovary        |    Parte I, Capítulo Sexto    
   8882    |     M      |   train    |   22.537   |   10667    |        Señora de Bovary        |   Parte II, Capítulo Quinto   
   8882    |     M      |   train    |   26.571   |   10667    |        Señora de Bovary        |   Parte I, Capítulo Primero   
   8882    |     M      |   train    |   39.228   |   10667    |        Señora de Bovary        |   Parte III, Capítulo Quinto  
   8882    |     M      |   train    |   21.301   |   10667    |        Señora de Bovary        |   Parte II, Capítulo Séptimo  
   8882    |     M      |   train    |   23.928   |   10667    |        Señora de Bovary        |   Parte II, Capítulo Noveno   
   8882    |     M      |   train    |   6.795    |   10667    |        Señora de Bovary        |   Parte III, Capítulo Cuarto  
   8882    |     M      |   train    |   5.149    |   10667    |        Señora de Bovary        |  Parte III, Capítulo Tercero  
   8882    |     M      |   train    |   38.624   |   10825    | Cuentos Clásicos del Norte, Primera Serie | El Escarabajo de Oro - Segunda Parte
   8882    |     M      |   train    |   62.641   |   10825    | Cuentos Clásicos del Norte, Primera Serie |  La Ruina de la Casa de Úsher 
   8882    |     M      |   train    |   53.403   |   10825    | Cuentos Clásicos del Norte, Primera Serie |             Ligeia            
   8882    |     M      |   train    |   43.051   |   10825    | Cuentos Clásicos del Norte, Primera Serie | El Escarabajo de Oro - Primera Parte
   8882    |     M      |   train    |   20.568   |   10825    | Cuentos Clásicos del Norte, Primera Serie |  La Máscara de la Muerte Roja 
   8882    |     M      |   train    |   47.310   |   10825    | Cuentos Clásicos del Norte, Primera Serie | El Crimen de la Rue Morgue - Primera Parte
   8882    |     M      |   train    |   35.020   |   10825    | Cuentos Clásicos del Norte, Primera Serie | Un Descenso por el Maelström - Primera Parte
   8882    |     M      |   train    |   30.744   |   10825    | Cuentos Clásicos del Norte, Primera Serie |         El Gato Negro         
   8882    |     M      |   train    |   22.540   |   10825    | Cuentos Clásicos del Norte, Primera Serie |    El Barril de Amontillado   
   8882    |     M      |   train    |   63.551   |   10825    | Cuentos Clásicos del Norte, Primera Serie | El Crimen de la Rue Morgue - Segunda Parte
   8882    |     M      |   train    |   29.670   |   10825    | Cuentos Clásicos del Norte, Primera Serie | El Escarabajo de Oro - Tercera Parte
   8882    |     M      |   train    |   25.984   |   10825    | Cuentos Clásicos del Norte, Primera Serie | Un Descenso por el Maelström - Segunda Parte
   8882    |     M      |   train    |   22.380   |   10825    | Cuentos Clásicos del Norte, Primera Serie |          Introducción         
   8882    |     M      |   train    |   50.507   |   10987    | Libro de Las Mil Noches y Una Noche Volumen 2 | Sección 7: Noche Vigesimosexta
   8882    |     M      |   train    |   32.498   |   10987    | Libro de Las Mil Noches y Una Noche Volumen 2 | Sección 9: Noche Vigesimoctava
   8882    |     M      |   train    |   50.898   |   10987    | Libro de Las Mil Noches y Una Noche Volumen 2 |  Sección 11: Noche Trigésima  
   8882    |     M      |   train    |   28.680   |   10987    | Libro de Las Mil Noches y Una Noche Volumen 2 | Sección 8: Noche Vigesimoséptima
   8882    |     M      |   train    |   20.759   |   10987    | Libro de Las Mil Noches y Una Noche Volumen 2 | Sección 1: Noche Decimonovena 
   8882    |     M      |   train    |   54.979   |   10987    | Libro de Las Mil Noches y Una Noche Volumen 2 | Sección 4: Noche Vigesimosegunda y Vigesimotercera
   8882    |     M      |   train    |   47.788   |   10987    | Libro de Las Mil Noches y Una Noche Volumen 2 | Sección 3: Noche Vigesimoprimera
   8882    |     M      |   train    |   56.929   |   10987    | Libro de Las Mil Noches y Una Noche Volumen 2 | Sección 10: Noche Vigesimonovena
   8882    |     M      |   train    |   32.955   |   10987    | Libro de Las Mil Noches y Una Noche Volumen 2 | Sección 5: Noche Vigesimocuarta
   8882    |     M      |   train    |   34.251   |   10987    | Libro de Las Mil Noches y Una Noche Volumen 2 |   Sección 2: Noche Vigésima   
   8882    |     M      |   train    |   25.542   |   10987    | Libro de Las Mil Noches y Una Noche Volumen 2 | Sección 6: Noche Vigesimoquinta
   8882    |     M      |   train    |   30.479   |   11131    |            Macbeth             |             Acto I            
   8882    |     M      |   train    |   26.584   |   11131    |            Macbeth             |             Acto V            
   8882    |     M      |   train    |   30.416   |   11131    |            Macbeth             |            Acto III           
   8882    |     M      |   train    |   24.203   |   11131    |            Macbeth             |            Acto II            
   8882    |     M      |   train    |   22.748   |   11131    |            Macbeth             |            Acto IV            
   8882    |     M      |   train    |   34.296   |   11438    |             Eddas              | El Edda Prosaico - El viaje de Gilfo (6ta parte)
   8882    |     M      |   train    |   18.331   |   11438    |             Eddas              | El Edda Prosaico - Coloquio de Brage con Aeger
   8882    |     M      |   train    |   9.248    |   11438    |             Eddas              | El Edda Poético - El Poema del Martillo
   8882    |     M      |   train    |   20.054   |   11438    |             Eddas              | El Edda Prosaico - El viaje de Gilfo (5ta parte)
   8882    |     M      |   train    |   43.131   |   11438    |             Eddas              | El Edda Poético - Los Poemas de Odin
   8882    |     M      |   train    |   15.489   |   11438    |             Eddas              | El Edda Poético - El Poema de Vafthrudner
   8882    |     M      |   train    |   11.435   |   11438    |             Eddas              | El Edda Poético - El Poema de Brynhilda la hija de Budle
   8882    |     M      |   train    |   5.870    |   11438    |             Eddas              | El Edda Poético - Fragmentos de poemas sobre Sigurd y Brynhilda
   8882    |     M      |   train    |   26.559   |   11438    |             Eddas              | El Edda Prosaico - El viaje de Gilfo (4ta parte)
   8882    |     M      |   train    |   5.862    |   11438    |             Eddas              | El Edda Poético - El Poema de Vegtam
   8882    |     M      |   train    |   11.172   |   11438    |             Eddas              | El Edda Poético - El Poema antiguo de los Voels
   8882    |     M      |   train    |   3.529    |   11438    |             Eddas              | El Edda Poético - La muerte de Sinfioetle
   8882    |     M      |   train    |   12.970   |   11438    |             Eddas              | El Edda Poético - El Poema de Sigurd (canto primero)
   8882    |     M      |   train    |   8.827    |   11438    |             Eddas              | Noticia Preliminar sobre los Eddas
   8882    |     M      |   train    |   11.373   |   11438    |             Eddas              | El Edda Poético - El Poema de Fafner
   8882    |     M      |   train    |   7.808    |   11438    |             Eddas              | El Edda Poético - El Poema del cuervo de Odín
   8882    |     M      |   train    |   10.383   |   11438    |             Eddas              | El Edda Poético - El Poema de Hymer
   8882    |     M      |   train    |   6.381    |   11438    |             Eddas              | El Edda Poético - El canto provocativo de Gudruna
   8882    |     M      |   train    |   4.164    |   11438    |             Eddas              | El Edda Poético - La evocación de Groa
   8882    |     M      |   train    |   10.831   |   11438    |             Eddas              | El Edda Poético - El Poema del enano Alvis
   8882    |     M      |   train    |   13.068   |   11438    |             Eddas              | El Edda Poético - El Poema de Helge (1ra parte)
   8882    |     M      |   train    |   18.814   |   11438    |             Eddas              | El Edda Poético - El Poema de Grimner
   8882    |     M      |   train    |   23.242   |   11438    |             Eddas              | El Edda Prosaico - El viaje de Gilfo (1ra parte)
   8882    |     M      |   train    |   15.128   |   11438    |             Eddas              | El Edda Poético - El dolor de Gudruna
   8882    |     M      |   train    |   13.999   |   11438    |             Eddas              | El Edda Poético - El Poema de Hyndla
   8882    |     M      |   train    |   12.196   |   11438    |             Eddas              | El Edda Poético - El Poema de Voelund
   8882    |     M      |   train    |   30.856   |   11438    |             Eddas              | El Edda Poético - El poema groenladés de Atle
   8882    |     M      |   train    |   23.065   |   11438    |             Eddas              |   El Edda Prosaico - Prólogo  
   8882    |     M      |   train    |   12.047   |   11438    |             Eddas              | El Edda Poético - El Poema de Harbard
   8882    |     M      |   train    |   21.902   |   11438    |             Eddas              | El Edda Prosaico - El viaje de Gilfo (3ra parte)
   8882    |     M      |   train    |   15.989   |   11438    |             Eddas              | El Edda Poético - El segundo poema de Brynhilda
   8882    |     M      |   train    |   19.784   |   11438    |             Eddas              | El Edda Poético - El Festín de Aeger
   8882    |     M      |   train    |   7.952    |   11438    |             Eddas              | El Edda Poético - El Poema de Sigurd (canto segundo)
   8882    |     M      |   train    |   19.522   |   11438    |             Eddas              | El Edda Poético - El Poema de Helge (2da parte)
   8882    |     M      |   train    |   19.254   |   11438    |             Eddas              | El Edda Poético - Predicción de la sabia Wola
   8882    |     M      |   train    |   18.685   |   11438    |             Eddas              | El Edda Poético - El Canto del Sol
   8882    |     M      |   train    |   11.933   |   11438    |             Eddas              | El Edda Poético - El Poema de Fioelsving
   8882    |     M      |   train    |   25.013   |   11438    |             Eddas              | El Edda Prosaico - El viaje de Gilfo (2da parte)
   8882    |     M      |   train    |   13.542   |   11438    |             Eddas              | El Edda Poético - La venganza de Gudruna
   8882    |     M      |   train    |   11.468   |   11438    |             Eddas              | El Edda Poético - El Viaje de Skirner
   8882    |     M      |   train    |   7.735    |   11438    |             Eddas              | El Edda Poético - El poema antiguo de Hamdir
   8882    |     M      |   train    |   3.333    |   11438    |             Eddas              | El Edda Poético - El viaje de Brynhilda a Hela
   8882    |     M      |   train    |   11.500   |   11438    |             Eddas              | El Edda Poético - El Poema de Rig
   8882    |     M      |   train    |   7.794    |   11438    |             Eddas              | El Edda Poético - Las lágrimas de Odruna
   8882    |     M      |   train    |   7.266    |   11438    |             Eddas              | El Edda Poético - El primer poema de Gudruna
   8882    |     M      |   train    |   6.016    |   11576    |   Historia de un cascanueces   |          Capítulo IX          
   8882    |     M      |   train    |   11.929   |   11576    |   Historia de un cascanueces   |          Capítulo VII         
   8882    |     M      |   train    |   8.354    |   11576    |   Historia de un cascanueces   |         Capítulo XIII         
   8882    |     M      |   train    |   3.456    |   11576    |   Historia de un cascanueces   |           Capítulo X          
   8882    |     M      |   train    |   5.449    |   11576    |   Historia de un cascanueces   |          Capítulo XV          
   8882    |     M      |   train    |   6.216    |   11576    |   Historia de un cascanueces   |           Capítulo I          
   8882    |     M      |   train    |   3.091    |   11576    |   Historia de un cascanueces   |          Capítulo XIV         
   8882    |     M      |   train    |   6.500    |   11576    |   Historia de un cascanueces   |          Capítulo XVI         
   8882    |     M      |   train    |   5.944    |   11576    |   Historia de un cascanueces   |           Capítulo V          
   8882    |     M      |   train    |   4.266    |   11576    |   Historia de un cascanueces   |          Capítulo III         
   8882    |     M      |   train    |   3.024    |   11576    |   Historia de un cascanueces   |          Capítulo VI          
   8882    |     M      |   train    |   8.654    |   11576    |   Historia de un cascanueces   |          Capítulo XI          
   8882    |     M      |   train    |   1.616    |   11576    |   Historia de un cascanueces   |            Prólogo            
   8882    |     M      |   train    |   3.892    |   11576    |   Historia de un cascanueces   |          Capítulo XII         
   8882    |     M      |   train    |   8.143    |   11576    |   Historia de un cascanueces   |         Capítulo VIII         
   8882    |     M      |   train    |   2.990    |   11576    |   Historia de un cascanueces   |          Capítulo II          
   8882    |     M      |   train    |   7.354    |   11576    |   Historia de un cascanueces   |          Capitulo IV          
   8882    |     M      |   train    |   21.106   |   11802    | Libro de Las Mil Noches y Una Noche Volumen 3 | Historia de Ghanem y Fetnah (Final)
   8882    |     M      |   train    |   45.139   |   11802    | Libro de Las Mil Noches y Una Noche Volumen 3 | Historia de Schakalik, sexto hermano del barbero
   8882    |     M      |   train    |   39.450   |   11802    | Libro de Las Mil Noches y Una Noche Volumen 3 | Historia del El-Aschar, quinto hermano del barbero
   8882    |     M      |   train    |   14.681   |   11802    | Libro de Las Mil Noches y Una Noche Volumen 3 | Historia de Ghanem y Fetnah (Continuación)
   8882    |     M      |   train    |   14.623   |   11802    | Libro de Las Mil Noches y Una Noche Volumen 3 | Historia de Bacbac, tercer hermano del barbero
   8882    |     M      |   train    |   15.027   |   11802    | Libro de Las Mil Noches y Una Noche Volumen 3 | Historia de Ghanem y Fetnah (Inicio)
   8882    |     M      |   train    |   19.107   |   11802    | Libro de Las Mil Noches y Una Noche Volumen 3 | Historia de Dulce Amiga (Cuarta Parte)
   8882    |     M      |   train    |   37.663   |   11802    | Libro de Las Mil Noches y Una Noche Volumen 3 | Historia de Dulce Amiga (Octava Parte)
   8882    |     M      |   train    |   17.101   |   11802    | Libro de Las Mil Noches y Una Noche Volumen 3 | Historia de Dulce Amiga (Segunda Parte)
   8882    |     M      |   train    |   31.524   |   11802    | Libro de Las Mil Noches y Una Noche Volumen 3 | Historia de Dulce Amiga (Tercera Parte)
   8882    |     M      |   train    |   15.642   |   11802    | Libro de Las Mil Noches y Una Noche Volumen 3 | Historia de Ghanem y Fetnah (Continuación)
   8882    |     M      |   train    |   18.343   |   11802    | Libro de Las Mil Noches y Una Noche Volumen 3 | Historia de El-Kuz, cuarto hermano del barbero
   8882    |     M      |   train    |   15.641   |   11802    | Libro de Las Mil Noches y Una Noche Volumen 3 | Historia de Dulce Amiga (Primera Parte)
   8882    |     M      |   train    |   19.881   |   11802    | Libro de Las Mil Noches y Una Noche Volumen 3 | Historia de Dulce Amiga (Quinta Parte)
   8882    |     M      |   train    |   20.111   |   11802    | Libro de Las Mil Noches y Una Noche Volumen 3 | Historia del Negro Kafur, segundo eunuco Sudanés
   8882    |     M      |   train    |   6.979    |   11802    | Libro de Las Mil Noches y Una Noche Volumen 3 | Historia del Negro Sauab, primer eunuco Sudanés
   8882    |     M      |   train    |   31.885   |   11802    | Libro de Las Mil Noches y Una Noche Volumen 3 | Historia de Dulce Amiga (Séptima Parte)
   8882    |     M      |   train    |   33.239   |   11802    | Libro de Las Mil Noches y Una Noche Volumen 3 | Historia del Negro Bakhita, tercer eunuco Sudanés
   8882    |     M      |   train    |   17.754   |   11802    | Libro de Las Mil Noches y Una Noche Volumen 3 | Historia de Dulce Amiga (Sexta Parte)
   8882    |     M      |   train    |   13.688   |   12508    | Fantasma de Canterville y otros cuentos | El Fantasma de Canterville Capitulo Cuarto
   8882    |     M      |   train    |   9.379    |   12508    | Fantasma de Canterville y otros cuentos | El Fantasma de Canterville Capitulo Segundo
   8882    |     M      |   train    |   1.788    |   12508    | Fantasma de Canterville y otros cuentos | El hombre que contaba historias
   8882    |     M      |   train    |   16.849   |   12508    | Fantasma de Canterville y otros cuentos | El cumpleaños de la Infanta (Segunda parte)
   8882    |     M      |   train    |   13.670   |   12508    | Fantasma de Canterville y otros cuentos | El Fantasma de Canterville Capitulo Primero
   8882    |     M      |   train    |   12.132   |   12508    | Fantasma de Canterville y otros cuentos |       El gigante egoísta      
   8882    |     M      |   train    |   15.240   |   12508    | Fantasma de Canterville y otros cuentos | La santa cortesana (obra póstuma inconclusa)
   8882    |     M      |   train    |   36.913   |   12508    | Fantasma de Canterville y otros cuentos | El cumpleaños de la Infanta (Primera parte)
   8882    |     M      |   train    |   19.024   |   12508    | Fantasma de Canterville y otros cuentos | El niño estrella (Tercera parte)
   8882    |     M      |   train    |   24.760   |   12508    | Fantasma de Canterville y otros cuentos |      Seis poemas inéditos     
   8882    |     M      |   train    |   18.978   |   12508    | Fantasma de Canterville y otros cuentos | El Fantasma de Canterville Capitulo Tercero
   8882    |     M      |   train    |   11.795   |   12508    | Fantasma de Canterville y otros cuentos | El niño estrella (Segunda parte)
   8882    |     M      |   train    |   15.838   |   12508    | Fantasma de Canterville y otros cuentos | El Fantasma de Canterville Capitulo Quinto
   8882    |     M      |   train    |   24.325   |   12508    | Fantasma de Canterville y otros cuentos |       El príncipe feliz       
   8882    |     M      |   train    |   11.178   |   12508    | Fantasma de Canterville y otros cuentos | El Fantasma de Canterville Capitulo Séptimo
   8882    |     M      |   train    |   10.781   |   12508    | Fantasma de Canterville y otros cuentos | El Fantasma de Canterville Capitulo Sexto
   8882    |     M      |   train    |   15.316   |   12508    | Fantasma de Canterville y otros cuentos | El niño estrella (Primera parte)
   8882    |     M      |   train    |   3.948    |   12700    |           Clemencia            |  XXII - Otro poco de historia 
   8882    |     M      |   train    |   11.225   |   12700    |           Clemencia            |    XXI - El amor de Enrique   
   8882    |     M      |   train    |   14.116   |   12700    |           Clemencia            |       XX - Confidencias       
   8882    |     M      |   train    |   9.348    |   12700    |           Clemencia            |        XIX - El povenir       
   8882    |     M      |   train    |   44.214   |   14016    |   Puritanos Y Otros Cuentos    |         Los Puritanos         
   8882    |     M      |   train    |   7.132    |    8509    |      Gaucho Martín Fierro      |  X - Por culpa de una mujer.  
   8882    |     M      |   train    |   5.950    |    8509    |      Gaucho Martín Fierro      | IV - El pulpero. A buena cuenta.
   8882    |     M      |   train    |   5.521    |    8509    |      Gaucho Martín Fierro      | XIII - A los indios me refalo.
   8882    |     M      |   train    |   6.537    |    8509    |      Gaucho Martín Fierro      |        II - Ayer y hoy.       
   8882    |     M      |   train    |   5.140    |    8509    |      Gaucho Martín Fierro      | VIII - El ser gaucho es un delito.
